,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
86,28/11/2013,,0.0,0.0,f,1.0,1.0,t,t,Bukit Merah,Central Region,1.2902,103.80827,Entire apartment,Entire home/apt,2,2 baths,1.0,1.0,132.0,183,1125,t,23,53,83,358,0,0,0,,,0,,,,,,,f,1,1,0,0,
87,22/07/2013,,0.0,0.0,f,3.0,3.0,t,t,Bedok,East Region,1.32111,103.92206,Private room in house,Private room,1,1 bath,1.0,1.0,68.0,90,1125,t,23,53,83,174,5,0,0,20/01/2014,22/03/2015,1,10.0,10.0,10.0,10.0,9.0,9.0,f,3,0,3,0,0.06
88,20/07/2012,,0.0,0.0,f,2.0,2.0,t,f,Bedok,East Region,1.3196299999999999,103.92399999999999,Private room in house,Private room,1,4 baths,1.0,4.0,99.0,3,1125,t,30,60,90,365,0,0,0,,,0,,,,,,,t,2,0,2,0,
89,09/11/2013,within a day,0.5,0.0,f,3.0,3.0,t,t,Novena,Central Region,1.32359,103.85063000000001,Private room in apartment,Private room,1,2 baths,1.0,2.0,343.0,30,160,t,23,53,83,174,2,0,0,05/01/2014,19/07/2014,1,4.0,6.0,8.0,10.0,6.0,5.0,t,3,0,3,0,0.02
90,18/10/2013,,0.0,0.0,f,1.0,1.0,t,t,Choa Chu Kang,West Region,1.38768,103.74476,Entire condominium,Entire home/apt,4,2 baths,3.0,4.0,118.0,88,1125,t,0,15,45,320,0,0,0,,,0,,,,,,,f,1,1,0,0,
91,09/11/2013,within a day,0.5,0.0,f,3.0,3.0,t,t,Novena,Central Region,1.3234700000000001,103.85213,Private room in apartment,Private room,1,2 baths,1.0,1.0,287.0,5,160,t,30,60,90,181,11,0,0,15/08/2014,11/09/2016,1,9.0,8.0,9.0,10.0,9.0,9.0,f,3,0,3,0,0.15
92,25/11/2013,within an hour,0.93,0.93,f,58.0,58.0,t,t,River Valley,Central Region,1.29815,103.83895,Entire serviced apartment,Entire home/apt,5,1 bath,1.0,3.0,123.0,2,1125,t,10,38,57,332,108,5,0,15/01/2014,17/03/2020,1,9.0,9.0,10.0,9.0,9.0,9.0,t,46,31,15,0,1.31
93,25/11/2013,within an hour,0.93,0.93,f,58.0,58.0,t,t,River Valley,Central Region,1.29549,103.83931,Entire apartment,Entire home/apt,5,1 bath,1.0,3.0,119.0,2,1125,t,7,37,67,342,115,6,0,30/12/2013,27/07/2020,1,9.0,9.0,9.0,9.0,9.0,9.0,t,46,31,15,0,1.38
94,22/07/2013,within an hour,1.0,0.92,t,1.0,1.0,t,t,Bedok,East Region,1.32122,103.91492,Entire townhouse,Entire home/apt,5,1 bath,1.0,3.0,127.0,2,1124,t,5,34,58,333,370,31,0,14/01/2014,31/03/2020,1,10.0,10.0,10.0,10.0,10.0,10.0,f,1,1,0,0,4.48
95,09/11/2013,within a day,0.5,0.0,f,3.0,3.0,t,t,Novena,Central Region,1.32423,103.85293,Private room in apartment,Private room,2,2 baths,1.0,1.0,216.0,3,160,t,30,60,83,166,21,0,0,24/11/2014,30/09/2016,1,9.0,9.0,9.0,9.0,9.0,9.0,f,3,0,3,0,0.29
96,25/11/2013,within an hour,0.93,0.93,f,58.0,58.0,t,t,River Valley,Central Region,1.29488,103.83973,Private room in serviced apartment,Private room,2,1 private bath,1.0,1.0,78.0,1,1125,t,25,55,85,360,110,8,0,24/01/2014,13/01/2020,1,9.0,9.0,9.0,9.0,9.0,9.0,f,46,31,15,0,1.34
97,30/04/2013,within a few hours,1.0,0.67,t,2.0,2.0,t,f,Hougang,North-East Region,1.36867,103.89905,Private room in apartment,Private room,1,1 bath,1.0,1.0,50.0,4,1125,t,29,59,89,364,13,5,1,12/11/2014,21/10/2020,1,9.0,9.0,10.0,10.0,8.0,9.0,f,2,0,2,0,0.18
98,29/06/2013,,0.0,0.0,f,2.0,2.0,t,t,Geylang,Central Region,1.31263,103.88065,Private room in apartment,Private room,2,1 bath,1.0,1.0,60.0,90,1125,t,23,53,83,358,0,0,0,,,0,,,,,,,f,2,0,2,0,
99,01/02/2014,,0.0,0.0,f,1.0,1.0,t,f,Woodlands,North Region,1.44076,103.77626,Private room in apartment,Private room,1,1 bath,1.0,1.0,30.0,183,9001,t,30,60,90,365,5,0,0,26/02/2014,14/07/2014,1,10.0,9.0,10.0,9.0,9.0,10.0,f,1,0,1,0,0.06
100,06/02/2014,,0.0,0.0,f,1.0,1.0,t,f,Singapore River,Central Region,1.29041,103.83482,Entire apartment,Entire home/apt,2,1 bath,1.0,1.0,150.0,365,1125,t,30,60,90,365,0,0,0,,,0,,,,,,,f,1,1,0,0,
101,25/11/2013,within an hour,0.93,0.93,f,58.0,58.0,t,t,River Valley,Central Region,1.29462,103.83855,Entire apartment,Entire home/apt,4,2 baths,2.0,2.0,203.0,6,1125,t,0,0,18,293,147,3,0,09/03/2014,07/03/2020,1,9.0,9.0,10.0,9.0,9.0,9.0,t,46,31,15,0,1.82
102,17/02/2013,within an hour,1.0,0.0,f,1.0,1.0,t,f,Bukit Timah,Central Region,1.3377,103.77866999999999,Entire apartment,Entire home/apt,3,1 bath,1.0,1.0,120.0,2,1125,t,0,0,0,147,3,0,0,07/04/2017,11/04/2018,1,10.0,10.0,10.0,10.0,10.0,10.0,f,1,1,0,0,0.07
103,24/02/2014,within a few hours,1.0,0.95,f,2.0,2.0,t,t,Museum,Central Region,1.2942,103.84283,Entire apartment,Entire home/apt,2,1 bath,1.0,1.0,104.0,5,1000,t,30,60,90,365,47,10,0,25/03/2014,03/08/2020,1,8.0,8.0,10.0,10.0,10.0,8.0,t,1,1,0,0,0.59
104,11/03/2014,a few days or more,0.0,0.6,f,2.0,2.0,t,f,Rochor,Central Region,1.3034299999999999,103.85799,Private room in bed and breakfast,Private room,4,2 shared baths,1.0,4.0,110.0,2,1125,t,30,60,90,365,2,1,0,31/12/2018,03/01/2020,1,9.0,6.0,10.0,10.0,8.0,8.0,f,2,0,1,1,0.09
105,20/09/2013,within an hour,1.0,0.97,f,75.0,75.0,t,t,Kallang,Central Region,1.3111700000000002,103.86214,Private room in apartment,Private room,1,3 shared baths,1.0,1.0,28.0,28,365,t,30,60,90,365,1,0,0,30/06/2018,30/06/2018,1,8.0,6.0,10.0,10.0,10.0,6.0,t,107,1,106,0,0.04
106,12/05/2011,within a day,1.0,0.0,f,1.0,1.0,t,f,Queenstown,Central Region,1.3069899999999999,103.80159,Shared room in apartment,Shared room,1,1.5 shared baths,1.0,1.0,75.0,1,1125,t,30,60,90,365,0,0,0,,,0,,,,,,,f,1,0,0,1,
107,21/04/2014,within a few hours,0.7,0.52,f,72.0,72.0,t,t,Geylang,Central Region,1.31566,103.8859,Entire apartment,Entire home/apt,2,1 bath,1.0,1.0,85.0,90,365,t,28,58,88,179,61,5,0,07/06/2014,14/04/2020,1,10.0,10.0,10.0,10.0,9.0,10.0,f,13,13,0,0,0.78
108,25/11/2013,within an hour,0.93,0.93,f,58.0,58.0,t,t,River Valley,Central Region,1.29645,103.83972,Entire apartment,Entire home/apt,4,2 baths,2.0,2.0,203.0,1,1125,t,0,0,0,267,99,2,0,20/06/2014,23/02/2020,1,9.0,9.0,9.0,9.0,9.0,9.0,f,46,31,15,0,1.28
109,25/11/2013,within an hour,0.93,0.93,f,58.0,58.0,t,t,River Valley,Central Region,1.2964799999999999,103.83877,Entire condominium,Entire home/apt,3,1 bath,1.0,1.0,95.0,2,1125,t,25,55,85,360,268,38,0,08/06/2014,19/09/2020,1,9.0,9.0,9.0,9.0,9.0,9.0,t,46,31,15,0,3.45
110,29/04/2014,within a few hours,0.8,0.0,f,4.0,4.0,t,t,Queenstown,Central Region,1.29198,103.80686,Entire condominium,Entire home/apt,3,1.5 baths,2.0,0.0,138.0,20,200,t,30,60,90,181,0,0,0,,,0,,,,,,,f,4,1,3,0,
111,04/05/2014,,0.0,0.0,f,2.0,2.0,t,t,River Valley,Central Region,1.29893,103.84176,Private room in apartment,Private room,1,1 bath,1.0,1.0,70.0,90,364,t,29,59,89,364,0,0,0,,,0,,,,,,,f,1,0,1,0,
112,09/05/2014,,0.0,0.0,f,3.0,3.0,t,f,Kallang,Central Region,1.31047,103.86095999999999,Shared room in hostel,Shared room,16,2 shared baths,1.0,16.0,35.0,1,30,t,1,1,1,1,19,0,0,20/07/2014,06/04/2016,1,9.0,9.0,9.0,9.0,9.0,9.0,f,3,0,1,2,0.25
113,16/12/2012,within an hour,1.0,0.0,f,1.0,1.0,t,t,Hougang,North-East Region,1.36103,103.88356,Private room in apartment,Private room,1,1 private bath,1.0,1.0,87.0,1,1125,t,29,59,89,364,9,0,0,05/11/2014,27/07/2019,1,10.0,10.0,10.0,10.0,10.0,10.0,f,1,0,1,0,0.12
114,22/06/2013,,0.0,1.0,f,2.0,2.0,t,t,Museum,Central Region,1.2986,103.84659,Private room in condominium,Private room,1,Shared half-bath,1.0,1.0,110.0,90,365,t,30,60,90,365,7,1,0,29/10/2014,05/06/2020,1,10.0,10.0,10.0,10.0,10.0,10.0,t,2,0,2,0,0.1
115,18/05/2014,,0.0,0.0,f,1.0,1.0,t,t,Toa Payoh,Central Region,1.3396700000000001,103.86901,Entire apartment,Entire home/apt,6,2 baths,2.0,6.0,280.0,60,1125,t,30,60,90,365,6,0,0,09/01/2015,25/09/2015,1,10.0,10.0,10.0,10.0,8.0,9.0,f,1,1,0,0,0.08
116,25/11/2013,within an hour,0.93,0.93,f,58.0,58.0,t,t,River Valley,Central Region,1.29792,103.83781,Entire apartment,Entire home/apt,3,1 bath,1.0,2.0,111.0,2,1125,t,28,58,88,363,103,6,1,27/07/2014,02/10/2020,1,9.0,9.0,10.0,10.0,9.0,9.0,t,46,31,15,0,1.35
117,29/04/2014,within a few hours,0.8,0.0,f,4.0,4.0,t,t,Tampines,East Region,1.35038,103.95889,Private room in condominium,Private room,2,1 private bath,1.0,1.0,45.0,20,200,t,30,60,90,181,0,0,0,,,0,,,,,,,f,4,1,3,0,
118,25/11/2013,within an hour,0.93,0.93,f,58.0,58.0,t,t,River Valley,Central Region,1.2977,103.83773000000001,Entire apartment,Entire home/apt,3,1 bath,1.0,1.0,102.0,2,1125,t,27,57,87,362,132,6,0,17/06/2014,06/07/2020,1,9.0,9.0,9.0,9.0,9.0,8.0,t,46,31,15,0,1.7
119,09/05/2014,,0.0,0.0,f,3.0,3.0,t,f,Kallang,Central Region,1.3108600000000001,103.85883000000001,Shared room in hostel,Shared room,12,2 shared baths,1.0,12.0,37.0,1,30,t,1,1,1,1,18,0,0,12/06/2014,01/01/2019,1,10.0,10.0,10.0,9.0,9.0,10.0,f,3,0,1,2,0.23
120,09/05/2014,,0.0,0.0,f,3.0,3.0,t,f,Kallang,Central Region,1.30997,103.86052,Private room in bed and breakfast,Private room,4,2 baths,1.0,4.0,150.0,1,14,t,1,1,1,1,0,0,0,,,0,,,,,,,f,3,0,1,2,
121,01/06/2014,within a day,1.0,0.42,t,1.0,1.0,t,f,Tampines,East Region,1.34714,103.96002,Private room in condominium,Private room,1,1 private bath,1.0,1.0,98.0,1,1125,t,28,58,88,363,13,7,0,05/09/2019,02/03/2020,1,10.0,10.0,10.0,10.0,10.0,9.0,f,1,0,1,0,0.93
122,20/12/2013,,0.0,0.0,f,2.0,2.0,t,t,Outram,Central Region,1.28378,103.8431,Entire apartment,Entire home/apt,2,1 bath,1.0,1.0,115.0,180,730,t,29,59,89,363,1,0,0,18/01/2017,18/01/2017,0,,,,,,,f,1,1,0,0,0.02
123,06/06/2014,within an hour,1.0,0.0,f,1.0,1.0,t,t,Singapore River,Central Region,1.28845,103.84355,Private room in apartment,Private room,1,1 shared bath,1.0,0.0,77.0,10,150,t,28,58,88,363,2,0,0,03/01/2019,24/01/2019,1,10.0,10.0,10.0,10.0,10.0,10.0,f,1,0,1,0,0.09
124,12/06/2014,,0.0,0.0,f,1.0,1.0,t,t,Tampines,East Region,1.34948,103.96321,Private room in condominium,Private room,1,1 private bath,1.0,1.0,89.0,90,1125,t,27,57,87,362,10,0,0,25/08/2014,02/06/2018,1,10.0,9.0,10.0,10.0,10.0,9.0,t,1,0,1,0,0.13
125,14/04/2014,,0.0,0.0,f,1.0,1.0,t,t,Pasir Ris,East Region,1.36449,103.95931,Private room in apartment,Private room,2,Half-bath,1.0,2.0,80.0,180,1125,t,30,60,90,365,0,0,0,,,0,,,,,,,t,1,0,1,0,
126,25/11/2013,within an hour,0.93,0.93,f,58.0,58.0,t,t,River Valley,Central Region,1.2978299999999998,103.83936,Entire condominium,Entire home/apt,5,1 bath,1.0,4.0,119.0,2,1125,t,24,53,53,261,215,26,2,18/07/2014,30/09/2020,1,9.0,9.0,10.0,9.0,9.0,9.0,t,46,31,15,0,2.81
127,01/07/2014,within a few hours,0.6,0.98,f,13.0,13.0,t,t,Outram,Central Region,1.28318,103.84335,Room in hostel,Hotel room,10,4 baths,1.0,10.0,30.0,1,1125,t,30,60,90,365,140,1,0,26/08/2014,31/12/2019,1,9.0,9.0,9.0,9.0,10.0,9.0,t,13,0,3,0,1.86
128,01/07/2014,within a few hours,0.6,0.98,f,13.0,13.0,t,t,Outram,Central Region,1.2845799999999998,103.84298000000001,Room in hostel,Hotel room,16,4 baths,1.0,16.0,28.0,1,1125,t,0,24,54,329,80,0,0,10/08/2014,10/11/2018,1,9.0,9.0,9.0,9.0,10.0,9.0,t,13,0,3,0,1.06
129,01/07/2014,within a few hours,0.6,0.98,f,13.0,13.0,t,t,Outram,Central Region,1.28496,103.84318,Room in hostel,Hotel room,16,4 baths,1.0,16.0,28.0,1,1125,t,0,24,54,329,192,0,0,30/07/2014,28/06/2019,1,9.0,8.0,10.0,10.0,10.0,9.0,t,13,0,3,0,2.53
130,01/07/2014,within a few hours,0.6,0.98,f,13.0,13.0,t,t,Outram,Central Region,1.28439,103.84308,Room in hostel,Hotel room,16,4 baths,1.0,16.0,28.0,1,1125,t,0,24,54,329,177,0,0,29/07/2014,11/08/2019,1,9.0,9.0,10.0,9.0,10.0,9.0,t,13,0,3,0,2.33
131,19/05/2012,within an hour,1.0,0.96,f,127.0,127.0,t,t,Outram,Central Region,1.28424,103.84275,Private room in apartment,Private room,1,1 private bath,1.0,1.0,69.0,90,365,t,30,60,90,365,2,1,0,28/05/2019,29/10/2019,1,8.0,7.0,9.0,9.0,10.0,8.0,t,137,2,135,0,0.12
132,01/07/2014,within a few hours,0.6,0.98,f,13.0,13.0,t,t,Outram,Central Region,1.28262,103.84487,Room in hostel,Hotel room,12,4 baths,1.0,12.0,28.0,1,1125,t,30,60,90,365,18,0,0,11/09/2014,07/10/2018,1,8.0,9.0,9.0,9.0,9.0,9.0,t,13,0,3,0,0.24
133,01/07/2014,within a few hours,0.6,0.98,f,13.0,13.0,t,t,Outram,Central Region,1.28354,103.84331,Private room in hostel,Private room,4,2 shared baths,1.0,4.0,146.0,2,14,t,29,59,89,180,49,1,0,07/11/2014,23/01/2020,1,9.0,9.0,9.0,9.0,10.0,9.0,f,13,0,3,0,0.67
134,25/11/2013,within an hour,0.93,0.93,f,58.0,58.0,t,t,River Valley,Central Region,1.2953299999999999,103.83797,Entire apartment,Entire home/apt,4,1 bath,1.0,2.0,131.0,2,1124,t,10,34,59,319,275,41,4,23/09/2014,09/10/2020,1,9.0,9.0,9.0,9.0,9.0,8.0,t,46,31,15,0,3.71
135,07/05/2014,within an hour,1.0,0.0,f,0.0,0.0,t,t,Jurong West,West Region,1.33874,103.68924,Private room in apartment,Private room,1,1 shared bath,1.0,1.0,50.0,90,1125,t,30,60,90,365,1,0,0,03/08/2014,03/08/2014,0,,,,,,,f,2,0,2,0,0.01
136,21/04/2014,within a few hours,0.7,0.52,f,72.0,72.0,t,t,Geylang,Central Region,1.31379,103.88577,Entire apartment,Entire home/apt,2,1 bath,1.0,1.0,85.0,90,365,t,29,59,89,180,26,0,0,06/10/2014,27/09/2019,1,10.0,10.0,10.0,10.0,9.0,10.0,f,13,13,0,0,0.35
137,11/09/2013,a few days or more,0.0,0.0,f,7.0,7.0,t,f,Rochor,Central Region,1.30376,103.85923000000001,Private room in bed and breakfast,Private room,1,8 baths,1.0,1.0,58.0,1,1125,t,0,0,0,267,20,0,0,04/12/2015,10/02/2018,1,10.0,9.0,10.0,10.0,10.0,9.0,f,7,0,7,0,0.34
138,11/09/2013,a few days or more,0.0,0.0,f,7.0,7.0,t,f,Rochor,Central Region,1.3017100000000001,103.85959,Private room in bed and breakfast,Private room,3,8 baths,1.0,1.0,90.0,1,1125,t,0,0,0,267,6,0,0,23/11/2014,29/07/2017,1,10.0,9.0,10.0,10.0,10.0,8.0,f,7,0,7,0,0.08
139,25/11/2013,within an hour,0.93,0.93,f,58.0,58.0,t,t,River Valley,Central Region,1.29597,103.8382,Entire apartment,Entire home/apt,5,1 bath,1.0,4.0,120.0,2,1125,t,27,56,79,354,76,10,0,28/08/2014,20/09/2020,1,9.0,9.0,9.0,9.0,9.0,9.0,t,46,31,15,0,1.01
140,14/08/2014,within a few hours,1.0,0.95,t,2.0,2.0,t,t,Bukit Panjang,West Region,1.3471,103.77532,Entire condominium,Entire home/apt,5,2 baths,2.0,2.0,129.0,12,1120,t,4,28,58,239,61,6,0,24/09/2014,31/07/2020,1,10.0,10.0,10.0,10.0,10.0,10.0,f,1,1,0,0,0.82
141,07/05/2014,within an hour,1.0,0.0,f,0.0,0.0,t,t,Jurong West,West Region,1.3378,103.68746,Private room in apartment,Private room,1,1 shared bath,1.0,1.0,70.0,90,1125,t,30,60,90,365,3,0,0,11/09/2016,31/03/2018,1,9.0,9.0,9.0,10.0,10.0,9.0,f,2,0,2,0,0.06
142,11/09/2013,a few days or more,0.0,0.0,f,7.0,7.0,t,f,Rochor,Central Region,1.30148,103.85813,Private room in bed and breakfast,Private room,2,8 baths,1.0,1.0,58.0,1,1125,t,0,0,0,267,28,0,0,19/09/2014,26/08/2018,1,10.0,8.0,10.0,10.0,9.0,9.0,f,7,0,7,0,0.38
143,28/08/2014,,0.0,0.0,f,1.0,1.0,t,f,Bedok,East Region,1.31808,103.90581999999999,Private room in apartment,Private room,1,1.5 baths,1.0,1.0,78.0,1,1125,t,27,57,87,362,2,0,0,26/10/2014,23/09/2019,1,10.0,9.0,9.0,10.0,10.0,10.0,f,1,0,1,0,0.03
144,11/09/2013,a few days or more,0.0,0.0,f,7.0,7.0,t,f,Rochor,Central Region,1.30348,103.85969,Private room in bed and breakfast,Private room,1,8 baths,1.0,1.0,58.0,1,1125,t,0,0,0,267,10,0,0,11/08/2015,14/12/2017,1,9.0,8.0,10.0,10.0,9.0,9.0,f,7,0,7,0,0.16
145,27/06/2014,within an hour,1.0,0.79,f,2.0,2.0,t,t,Jurong East,West Region,1.33856,103.73562,Private room in condominium,Private room,2,1 private bath,1.0,1.0,68.0,1,1125,t,29,59,87,362,50,10,0,13/08/2016,19/09/2020,1,10.0,9.0,10.0,10.0,9.0,10.0,f,2,0,2,0,0.98
146,15/08/2014,,0.0,0.0,f,2.0,2.0,t,f,Outram,Central Region,1.27795,103.84109000000001,Private room in apartment,Private room,1,1 bath,1.0,1.0,950.0,180,1125,t,30,60,90,365,0,0,0,,,0,,,,,,,f,2,0,2,0,
147,01/09/2014,,0.0,0.0,f,1.0,1.0,t,f,Outram,Central Region,1.28223,103.83867,Private room in apartment,Private room,2,1 bath,1.0,1.0,50.0,180,1125,t,30,60,90,365,0,0,0,,,0,,,,,,,f,1,0,1,0,
148,11/10/2011,,0.0,0.0,f,1.0,1.0,t,f,Bukit Timah,Central Region,1.31995,103.79426,Entire apartment,Entire home/apt,2,1 bath,1.0,1.0,175.0,5,60,t,23,53,83,84,8,0,0,13/05/2016,20/01/2018,1,10.0,10.0,10.0,10.0,9.0,9.0,f,1,1,0,0,0.15
149,28/05/2013,within an hour,1.0,0.99,f,18.0,18.0,t,t,Tanglin,Central Region,1.31595,103.8269,Entire house,Entire home/apt,4,2 baths,2.0,3.0,213.0,7,999,t,30,60,90,365,32,1,0,22/09/2014,02/01/2020,1,10.0,10.0,10.0,10.0,9.0,9.0,t,19,14,0,0,0.43
150,03/09/2014,a few days or more,0.33,0.96,f,38.0,38.0,t,t,Geylang,Central Region,1.31131,103.88343,Private room in apartment,Private room,2,1 private bath,1.0,1.0,64.0,1,365,t,1,1,1,25,68,15,0,01/11/2014,03/03/2020,1,9.0,9.0,9.0,9.0,9.0,9.0,t,39,0,39,0,0.93
151,01/07/2014,within a few hours,0.6,0.98,f,13.0,13.0,t,t,Outram,Central Region,1.28278,103.8445,Room in hostel,Hotel room,12,4 baths,1.0,12.0,28.0,1,1125,t,30,60,90,365,49,2,0,17/12/2014,01/01/2020,1,9.0,9.0,9.0,9.0,10.0,9.0,t,13,0,3,0,0.69
152,01/07/2014,within a few hours,0.6,0.98,f,13.0,13.0,t,t,Outram,Central Region,1.28332,103.8433,Room in hostel,Hotel room,12,4 baths,1.0,12.0,28.0,1,1125,t,30,60,90,365,21,1,0,24/11/2014,19/11/2019,1,9.0,9.0,10.0,9.0,10.0,9.0,t,13,0,3,0,0.29
153,06/09/2014,a few days or more,0.0,0.0,f,2.0,2.0,t,t,Novena,Central Region,1.31718,103.84286999999999,Private room in apartment,Private room,2,1 bath,1.0,1.0,89.0,2,1125,t,29,59,89,364,14,0,0,22/09/2014,16/09/2019,1,9.0,9.0,10.0,10.0,10.0,9.0,f,1,0,1,0,0.19
154,15/08/2011,,0.0,1.0,f,1.0,1.0,t,t,Bukit Merah,Central Region,1.27254,103.8337,Entire loft,Entire home/apt,8,1 bath,3.0,3.0,299.0,2,1125,t,0,0,0,219,206,13,0,11/10/2014,22/02/2020,1,10.0,9.0,10.0,10.0,9.0,9.0,f,1,1,0,0,2.8
155,28/05/2013,within an hour,1.0,0.99,f,18.0,18.0,t,t,Tanglin,Central Region,1.31566,103.82666,Entire house,Entire home/apt,2,1 bath,1.0,1.0,148.0,7,1125,t,23,53,83,358,57,7,0,26/10/2014,05/04/2020,1,10.0,9.0,10.0,10.0,9.0,9.0,t,19,14,0,0,0.78
156,31/03/2013,a few days or more,0.0,0.0,f,3.0,3.0,t,t,Kallang,Central Region,1.31512,103.85343,Private room in condominium,Private room,2,1 private bath,1.0,1.0,63.0,90,1125,t,28,56,76,269,42,0,0,08/10/2014,28/06/2018,1,10.0,10.0,9.0,9.0,9.0,9.0,f,3,0,3,0,0.57
157,23/09/2013,within an hour,0.8,0.64,f,1.0,1.0,t,t,Kallang,Central Region,1.32712,103.86468,Entire apartment,Entire home/apt,4,1 bath,1.0,1.0,100.0,3,1125,t,30,60,90,365,41,3,0,13/12/2014,10/06/2020,1,10.0,9.0,10.0,10.0,9.0,9.0,f,1,1,0,0,0.57
158,03/09/2014,a few days or more,0.33,0.96,f,38.0,38.0,t,t,Geylang,Central Region,1.31025,103.88325999999999,Private room in apartment,Private room,2,1 private bath,1.0,1.0,64.0,1,365,t,1,1,1,25,133,14,0,02/11/2014,13/03/2020,1,9.0,9.0,10.0,10.0,10.0,9.0,t,39,0,39,0,1.83
159,03/09/2014,a few days or more,0.33,0.96,f,38.0,38.0,t,t,Geylang,Central Region,1.3110700000000002,103.88292,Private room in apartment,Private room,2,1 private bath,1.0,1.0,64.0,1,365,t,0,0,0,0,122,11,0,26/10/2014,20/02/2020,1,9.0,9.0,9.0,9.0,9.0,9.0,t,39,0,39,0,1.67
160,03/09/2014,a few days or more,0.33,0.96,f,38.0,38.0,t,t,Geylang,Central Region,1.31045,103.88114,Private room in apartment,Private room,2,1 private bath,1.0,1.0,64.0,1,365,t,1,1,1,25,210,14,0,10/11/2014,20/02/2020,1,9.0,9.0,10.0,9.0,9.0,9.0,t,39,0,39,0,2.89
161,17/01/2014,within an hour,1.0,0.97,f,20.0,20.0,t,t,Newton,Central Region,1.30475,103.84031999999999,Private room in apartment,Private room,2,1 bath,1.0,1.0,101.0,3,1125,t,29,59,89,364,8,2,0,08/01/2015,27/01/2020,1,9.0,8.0,9.0,10.0,10.0,8.0,f,19,1,18,0,0.11
162,31/03/2013,a few days or more,0.0,0.0,f,3.0,3.0,t,t,Kallang,Central Region,1.31503,103.85116,Private room in condominium,Private room,2,1 private bath,1.0,1.0,73.0,90,1125,t,26,55,84,359,5,0,0,09/11/2014,22/07/2015,1,9.0,9.0,9.0,9.0,9.0,8.0,f,3,0,3,0,0.07
163,23/10/2014,within an hour,1.0,0.97,t,1.0,1.0,t,t,Bedok,East Region,1.31467,103.93974,Entire condominium,Entire home/apt,4,1 bath,1.0,1.0,168.0,1,30,t,30,60,90,365,53,16,3,09/11/2014,19/10/2020,1,10.0,10.0,9.0,10.0,9.0,9.0,f,1,1,0,0,0.73
164,28/10/2014,,0.0,1.0,t,1.0,1.0,t,f,Kallang,Central Region,1.29775,103.88341,Entire loft,Entire home/apt,3,1.5 baths,1.0,1.0,99.0,90,1125,t,0,0,0,0,5,1,0,18/11/2014,31/01/2020,1,10.0,10.0,10.0,10.0,8.0,10.0,t,1,1,0,0,0.07
165,28/05/2013,within an hour,1.0,0.99,f,18.0,18.0,t,t,Tanglin,Central Region,1.31617,103.82694000000001,Entire house,Entire home/apt,3,2.5 baths,2.0,2.0,200.0,7,999,t,30,60,90,365,16,1,0,07/12/2014,01/01/2020,1,10.0,9.0,10.0,10.0,9.0,9.0,t,19,14,0,0,0.22
166,03/11/2014,within an hour,1.0,0.0,f,1.0,1.0,t,f,Serangoon,North-East Region,1.38785,103.8694,Entire apartment,Entire home/apt,2,1 bath,1.0,2.0,106.0,84,1125,t,28,58,88,89,9,0,0,26/11/2014,31/07/2018,1,9.0,10.0,10.0,10.0,8.0,8.0,f,1,1,0,0,0.12
167,04/11/2014,within a few hours,1.0,0.9,f,40.0,40.0,t,t,Downtown Core,Central Region,1.29561,103.8543,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1.0,119.0,7,1125,t,26,56,86,361,79,35,4,15/11/2014,24/10/2020,1,9.0,10.0,10.0,10.0,10.0,9.0,t,37,35,0,0,1.09
168,03/09/2014,a few days or more,0.33,0.96,f,38.0,38.0,t,t,Geylang,Central Region,1.31017,103.88253,Private room in apartment,Private room,2,1 private bath,1.0,1.0,64.0,1,365,t,1,1,1,25,81,17,0,28/11/2014,25/03/2020,1,9.0,8.0,10.0,9.0,9.0,9.0,t,39,0,39,0,1.13
169,28/09/2013,,0.0,0.0,f,2.0,2.0,t,t,Sembawang,North Region,1.4527700000000001,103.81644,Private room in apartment,Private room,2,1 bath,1.0,1.0,129.0,3,30,t,27,57,87,178,0,0,0,,,0,,,,,,,t,1,0,1,0,
170,07/11/2014,,0.0,0.0,f,2.0,2.0,t,f,Kallang,Central Region,1.30706,103.86326,Private room in condominium,Private room,1,1 shared bath,1.0,1.0,100.0,100,1125,t,30,60,90,365,6,0,0,07/03/2015,02/06/2018,1,10.0,10.0,10.0,10.0,10.0,10.0,t,2,1,1,0,0.09
171,09/10/2014,,0.0,0.0,f,1.0,1.0,t,f,Outram,Central Region,1.28305,103.84703,Private room in apartment,Private room,2,1.5 baths,1.0,1.0,160.0,180,1125,t,30,60,90,365,0,0,0,,,0,,,,,,,f,1,0,1,0,
